image, root, root_name, position, angle, posX, posY, root_order, root_ontology, date, growth
A3_R010.rsml, b10b43cd-cf63-4929-b532-0c2133033560, lat_8, 2.380875, 0.0, 12.0290165, 7.224183, 1,  Lateral root,  11, 0.59455407
A3_R010.rsml, b10b43cd-cf63-4929-b532-0c2133033560, lat_8, 4.8949347, 0.0, 13.508567, 9.1821, 1,  Lateral root,  14, 0.83801985
A3_R010.rsml, b10b43cd-cf63-4929-b532-0c2133033560, lat_8, 4.9664283, 0.0, 1,  Lateral root,  14, Infinity
A3_R010.rsml, 6aff1e6c-2f2b-472b-b19f-45afc9c2a1d2, lat_7, 2.6928325, 0.0, 8.0772, 6.8304834, 1,  Lateral root,  11, 0.62601316
A3_R010.rsml, 1e5ba093-f003-4ab3-bf4e-a51daf40f994, lat_6, 2.3323452, 0.0, 9.044517, 7.2284164, 1,  Lateral root,  11, 0.58213735
A3_R010.rsml, 1e5ba093-f003-4ab3-bf4e-a51daf40f994, lat_6, 4.643167, 0.0, 8.678333, 9.463616, 1,  Lateral root,  14, 0.7702739
A3_R010.rsml, d6e6188d-7b62-4eca-8e9c-acd1b943a715, lat_5, 0.73137283, 0.0, 9.55675, 3.2490833, 1,  Lateral root,  7, 0.18205579
A3_R010.rsml, d6e6188d-7b62-4eca-8e9c-acd1b943a715, lat_5, 2.9104004, 0.0, 1,  Lateral root,  7, Infinity
A3_R010.rsml, d6e6188d-7b62-4eca-8e9c-acd1b943a715, lat_5, 1.6649848, 0.0, 8.62965, 3.1919334, 1,  Lateral root,  11, -0.3113539
A3_R010.rsml, 7e2b3eaf-94c5-4cf7-9ea9-cda265946f6b, lat_4, 3.3662214, 0.0, 1,  Lateral root,  7, 0.8411824
A3_R010.rsml, 7e2b3eaf-94c5-4cf7-9ea9-cda265946f6b, lat_4, 0.8483661, 0.0, 10.9093, 3.7168667, 1,  Lateral root,  11, -0.62946385
A3_R010.rsml, 7e2b3eaf-94c5-4cf7-9ea9-cda265946f6b, lat_4, 3.345791, 0.0, 1,  Lateral root,  11, Infinity
A3_R010.rsml, 5ba2225e-f801-463e-a5e9-da509faeadeb, lat_3, 0.64511925, 0.0, 9.694333, 2.9591, 1,  Lateral root,  7, 0.15991029
A3_R010.rsml, 5ba2225e-f801-463e-a5e9-da509faeadeb, lat_3, 2.5581813, 0.0, 1,  Lateral root,  7, Infinity
A3_R010.rsml, 5ba2225e-f801-463e-a5e9-da509faeadeb, lat_3, 2.0890734, 0.0, 8.326966, 3.4057167, 1,  Lateral root,  14, -0.06701541
A3_R010.rsml, f69db9b9-c195-45fb-8e64-ba426ffdb68b, lat_2, 0.35684732, 0.0, 10.78865, 2.8088167, 1,  Lateral root,  7, 0.08606062
A3_R010.rsml, f69db9b9-c195-45fb-8e64-ba426ffdb68b, lat_2, 1.4217911, 0.0, 1,  Lateral root,  7, Infinity
A3_R010.rsml, 5914b041-ae5a-4ff6-ab67-cc841170728d, lat_1, 0.72937816, 0.0, 11.123083, 2.9717999, 1,  Lateral root,  7, 0.18107396
A3_R010.rsml, 5914b041-ae5a-4ff6-ab67-cc841170728d, lat_1, 2.9507833, 0.0, 1,  Lateral root,  7, Infinity
A3_R010.rsml, a1a7c44f-f3f4-4742-a742-637133ae4b59, lat_1, 1.0732938, 0.0, 10.231967, 6.3013167, 1,  Lateral root,  11, 0.2147058
A3_R010.rsml, 46ae44d0-d928-47a2-95a7-365411082bdd, lat_1, 2.6720562, 0.0, 8.528049, 7.3808165, 1,  Lateral root,  14, 0.37981194
A3_R010.rsml, b64e17ee-d5d9-4ea2-8e1a-6e1d9306261a, lat_1, 1.3505765, 0.0, 10.303933, 6.9214997, 1,  Lateral root,  11, 0.33586773
B1_R012.rsml, b7d2a1bf-ad41-437c-b803-af341c254514, root_0, 1.6848018, 0.0, 10.4902, 4.6884165, 0,  Root,  3, 0.5575645
B1_R012.rsml, b7d2a1bf-ad41-437c-b803-af341c254514, root_0, 6.8999963, 0.0, 11.573934, 9.68375, 0,  Root,  7, 1.3037987
B1_R012.rsml, b7d2a1bf-ad41-437c-b803-af341c254514, root_0, 10.985384, 0.0, 11.078633, 13.688483, 0,  Root,  11, 1.0213469
B1_R012.rsml, b7d2a1bf-ad41-437c-b803-af341c254514, root_0, 14.472125, 0.0, 10.568517, 17.111134, 0,  Root,  14, 1.1622471
B1_R012.rsml, 8bb467db-ed0a-4d83-85e6-0b695f5f2235, lat_28, 2.0365264, 0.0, 11.768666, 18.609734, 1,  Lateral root,  18, 0.50711
B1_R012.rsml, d60fbba2-ef10-4c74-a746-fabf5533be43, lat_27, 2.2025282, 0.0, 11.866034, 18.64995, 1,  Lateral root,  18, 0.54881984
B1_R012.rsml, e464a42e-12c6-42c9-a3bb-f1c9f5204a53, lat_25, 0.47094536, 0.0, 10.240433, 16.16075, 1,  Lateral root,  18, 0.11583423
B1_R012.rsml, 9fc639d6-a8bf-4007-b404-9ff736922b7f, lat_24, 0.96029913, 0.0, 9.75995, 15.731067, 1,  Lateral root,  18, 0.23890774
B1_R012.rsml, d7f5a424-7808-45be-bfab-be7c6e4a455f, lat_23, 1.0263175, 0.0, 9.8171, 15.479183, 1,  Lateral root,  18, 0.25454333
B1_R012.rsml, 4b51914f-18fa-408f-8804-7cff42058188, lat_22, 0.78770167, 0.0, 11.6713, 15.1257, 1,  Lateral root,  18, 0.19532421
B1_R012.rsml, 8fa68180-6107-42dc-83c8-f5fbf45d160e, lat_21, 3.4099758, 0.0, 13.114866, 16.378767, 1,  Lateral root,  18, 0.4860049
B1_R012.rsml, a04abf8e-e078-4e14-8b11-da0f162d4a6f, lat_20, 0.9584122, 0.0, 10.289117, 14.14145, 1,  Lateral root,  18, 0.13652566
B1_R012.rsml, e1459ce4-b1f8-4feb-83ff-0bb55304c5fb, lat_19, 0.53680664, 0.0, 12.117916, 10.780183, 1,  Lateral root,  14, 0.17786199
B1_R012.rsml, cbf14d0f-351f-483b-b217-00bffe4bf447, lat_18, 0.7563667, 0.0, 10.778067, 10.69975, 1,  Lateral root,  18, 0.106452815
B1_R012.rsml, 7486a048-cdf5-4528-8427-ce9acd92c95a, lat_17, 1.0551296, 0.0, 10.50925, 10.7442, 1,  Lateral root,  18, 0.14922091
B1_R012.rsml, 22cfba0b-1908-429e-ad1e-07efcea9830c, lat_16, 1.4871397, 0.0, 12.619567, 11.089216, 1,  Lateral root,  14, 0.24747242
B1_R012.rsml, 9f1eb143-fe26-4b51-bcf6-6d2fbdea8a83, lat_15, 1.5719136, 0.0, 12.780434, 10.727266, 1,  Lateral root,  14, 0.22454885
B1_R012.rsml, 7c35bb12-3f81-41d3-9bdd-590504415487, lat_14, 0.74259627, 0.0, 11.61415, 7.1987834, 1,  Lateral root,  11, 0.18413948
B1_R012.rsml, ab07b5d8-7575-4645-a526-cae7d1dc1a28, lat_13, 1.8908736, 0.0, 10.5791, 7.2538166, 1,  Lateral root,  11, 0.47155872
B1_R012.rsml, e708b36c-959e-456d-95cf-b01a278f7092, lat_12, 0.35851982, 0.0, 11.104033, 5.6642, 1,  Lateral root,  7, 0.11810953
B1_R012.rsml, e708b36c-959e-456d-95cf-b01a278f7092, lat_12, 1.5771378, 0.0, 11.489266, 6.722533, 1,  Lateral root,  11, 0.3046545
B1_R012.rsml, 038e7f1b-de6b-4766-a019-4180c7c53c93, lat_11, 0.4604164, 0.0, 10.358967, 5.73405, 1,  Lateral root,  7, 0.15282813
B1_R012.rsml, 936e4537-8c54-4522-9ee7-bb0d55eee2aa, lat_10, 0.49637407, 0.0, 11.032066, 5.39115, 1,  Lateral root,  7, 0.16474754
B1_R012.rsml, 75e2f3b3-ed54-473a-9b42-8fc977489bed, lat_9, 0.67609143, 0.0, 10.11555, 5.420783, 1,  Lateral root,  7, 0.22430171
B1_R012.rsml, a5a6dcc4-fafa-4a83-9071-78d34407b01d, lat_8, 0.59014386, 0.0, 11.11885, 4.6333833, 1,  Lateral root,  7, 0.1951368
B1_R012.rsml, a5a6dcc4-fafa-4a83-9071-78d34407b01d, lat_8, 1.8644941, 0.0, 12.386733, 4.614333, 1,  Lateral root,  11, 0.31858754
B1_R012.rsml, bb7f2565-8095-4950-8870-4b1ed6d01137, lat_8, 0.7720246, 0.0, 9.9822, 5.2197, 1,  Lateral root,  7, 0.18831927
B1_R012.rsml, bb7f2565-8095-4950-8870-4b1ed6d01137, lat_8, 1.3221021, 0.0, 9.596967, 5.6049333, 1,  Lateral root,  11, 0.13751937
B1_R012.rsml, f61c5d37-8c2d-4052-8e73-38817b3174e8, lat_7, 0.70574003, 0.0, 9.7536, 4.7857833, 1,  Lateral root,  7, 0.17340231
B1_R012.rsml, f61c5d37-8c2d-4052-8e73-38817b3174e8, lat_7, 1.3379812, 0.0, 9.39165, 5.293783, 1,  Lateral root,  11, 0.1580603
B1_R012.rsml, 039de69e-dc79-4de3-8c0e-abf3661f8116, lat_6, 0.7641232, 0.0, 11.1125, 4.2629666, 1,  Lateral root,  11, 0.09388637
B1_R012.rsml, c74247ad-9af2-4691-b0dd-2a59301bb4d1, lat_5, 1.1943194, 0.0, 9.021234, 4.3815, 1,  Lateral root,  7, 0.29768428
B1_R012.rsml, c74247ad-9af2-4691-b0dd-2a59301bb4d1, lat_5, 2.2478828, 0.0, 8.0899, 4.836583, 1,  Lateral root,  11, 0.26339087
B1_R012.rsml, d5ce8b80-6413-4854-8da8-1b7187c22ddc, lat_4, 0.9124788, 0.0, 9.300633, 4.2290998, 1,  Lateral root,  7, 0.22634101
B1_R012.rsml, a6098f8a-9156-4ef8-be48-2c489210ca01, lat_3, 1.3024606, 0.0, 8.79475, 4.157133, 1,  Lateral root,  7, 0.32491758
B1_R012.rsml, a6098f8a-9156-4ef8-be48-2c489210ca01, lat_3, 2.159136, 0.0, 1,  Lateral root,  11, 0.21416888
B1_R012.rsml, 5c4c2e10-b1f5-4023-87ef-4bfd719f3b14, lat_2, 1.094492, 0.0, 11.137899, 3.5221334, 1,  Lateral root,  7, 0.2714603
B1_R012.rsml, ee799d9a-0fe6-4498-8914-96ac4b167035, lat_1, 1.6805258, 0.0, 10.974916, 2.5654, 1,  Lateral root,  11, 0.20871657
B2_R014.rsml, 3cfcfc47-5d60-4556-85ef-a8724822206b, N1.1, 1.7604328, 0.0, 10.587566, 4.6503167, 0,  Root,  18, 0.43591386
B2_R014.rsml, e1419c6d-9fc8-450c-818f-35025bd7192a, root_0, 4.1472516, 0.0, 10.289117, 6.7690997, 0,  Root,  7, 0.5920339
B2_R014.rsml, e1419c6d-9fc8-450c-818f-35025bd7192a, root_0, 7.2350416, 0.0, 9.552517, 9.616016, 0,  Root,  11, 0.7719475
B2_R014.rsml, e1419c6d-9fc8-450c-818f-35025bd7192a, root_0, 7.525351, 0.0, 0,  Root,  14, 0.09676981
B2_R014.rsml, c27b3b27-c8cf-4d35-8864-08b57622f4ad, lat_21, 0.60051864, 0.0, 9.205383, 9.92505, 1,  Lateral root,  18, 0.14955783
B2_R014.rsml, 419bc05f-79cf-4f08-97de-4978fee8e447, lat_20, 0.64900476, 0.0, 9.044517, 9.230783, 1,  Lateral root,  18, 0.16007084
B2_R014.rsml, be24f9f8-2bfe-4775-a931-2ccdf6a9ec20, lat_19, 0.7097072, 0.0, 9.044517, 8.7757, 1,  Lateral root,  18, 0.17584452
B2_R014.rsml, 57b053f4-33d5-4ad3-9b48-38ea7e559057, lat_18, 0.2988911, 0.0, 10.0626335, 8.335433, 1,  Lateral root,  14, 0.09826308
B2_R014.rsml, 57b053f4-33d5-4ad3-9b48-38ea7e559057, lat_18, 1.4961785, 0.0, 11.165417, 8.798984, 1,  Lateral root,  18, 0.29932186
B2_R014.rsml, e95327f0-0435-43e0-be4b-8c98fdeff0b4, lat_17, 0.6373059, 0.0, 9.243484, 8.233833, 1,  Lateral root,  14, 0.21106382
B2_R014.rsml, e95327f0-0435-43e0-be4b-8c98fdeff0b4, lat_17, 1.1659563, 0.0, 1,  Lateral root,  18, 0.13216259
B2_R014.rsml, 0bd8f90c-12a1-4049-8f7e-566d09eebfea, lat_16, 1.7892624, 0.0, 11.529483, 8.528049, 1,  Lateral root,  14, 0.5944017
B2_R014.rsml, 2f98621c-20e5-428b-b73d-47bfe0e64f91, lat_15, 1.1425387, 0.0, 11.228916, 7.9290333, 1,  Lateral root,  14, 0.37872067
B2_R014.rsml, 2f98621c-20e5-428b-b73d-47bfe0e64f91, lat_15, 1.7095754, 0.0, 11.698816, 8.240183, 1,  Lateral root,  18, 0.14175919
B2_R014.rsml, af868ea9-c9b2-430c-ab0c-358ed700119e, lat_14, 0.5627228, 0.0, 10.8966, 7.24535, 1,  Lateral root,  14, 0.18571429
B2_R014.rsml, 3a1ee135-b094-4939-adea-47fa04e52845, lat_13, 0.61069965, 0.0, 9.69645, 6.995583, 1,  Lateral root,  14, 0.087102726
B2_R014.rsml, 4efe54df-6e0a-4644-86d9-e35e058191ae, lat_12, 0.509946, 0.0, 9.730316, 6.493933, 1,  Lateral root,  11, 0.12641281
B2_R014.rsml, 02278165-1ea2-4dad-83e1-6b5ab747a6e9, lat_11, 0.4386718, 0.0, 9.662583, 5.9965167, 1,  Lateral root,  11, 0.10959139
B2_R014.rsml, 0dbb7c93-7b4e-482c-b1d3-0b67ef5511d7, lat_10, 0.8469968, 0.0, 9.68375, 5.7679167, 1,  Lateral root,  11, 0.20904702
B2_R014.rsml, 41ccf8b9-71f6-4d61-8c2f-1946f6d4662c, lat_9, 1.0422982, 0.0, 10.8966, 5.877983, 1,  Lateral root,  11, 0.25758025
B2_R014.rsml, acb4095f-3828-416e-8fe3-d40364c3e8b8, lat_8, 1.1563421, 0.0, 1,  Lateral root,  11, 0.287963
B2_R014.rsml, b6ae31c3-c399-4c3f-9d66-c96839db7f07, lat_7, 1.1273468, 0.0, 11.178117, 5.5541334, 1,  Lateral root,  11, 0.28034097
B2_R014.rsml, 5feb6bb7-655f-4a9e-9388-cfc983840f94, lat_6, 1.6708581, 0.0, 11.489266, 5.662083, 1,  Lateral root,  11, 0.41555443
B2_R014.rsml, 0a36289f-949f-4c5f-a2c5-289630d6e26f, lat_5, 2.6363606, 0.0, 8.532283, 6.258983, 1,  Lateral root,  11, 0.65748847
B2_R014.rsml, 08f6ac91-fb92-4fbe-b4ed-a5f8c107a0ac, lat_4, 0.82795167, 0.0, 10.80135, 4.65455, 1,  Lateral root,  11, 0.20430073
B2_R014.rsml, e65afc61-ea2d-462b-b677-2f909ab03dcb, lat_3, 0.30415565, 0.0, 10.259483, 3.96875, 1,  Lateral root,  11, 0.074974574
B2_R014.rsml, e65afc61-ea2d-462b-b677-2f909ab03dcb, lat_3, 2.6223717, 0.0, 8.619066, 5.5393167, 1,  Lateral root,  14, 0.7727387
B2_R014.rsml, 6519636e-5b76-4a59-a3d3-7230f0a936aa, lat_2, 0.26989195, 0.0, 10.206567, 3.7486167, 1,  Lateral root,  11, 0.06743365
B2_R014.rsml, edf558a4-4b31-4687-aa73-ac740406154c, lat_1, 0.64547247, 0.0, 9.846733, 3.6300833, 1,  Lateral root,  11, 0.15954855
B3_R006.rsml, 43c6dce7-062d-49cd-a790-58712ef25a66, root_0, 4.6556497, 0.0, 9.1059, 7.6030664, 0,  Root,  5, 0.9308404
B3_R006.rsml, f13bdd84-99ef-48ad-8245-29a23eb389f6, lat_9, 1.2078965, 0.0, 10.333567, 5.5139165, 1,  Lateral root,  8, 0.40106085
B3_R006.rsml, 76a8fca3-68f1-4386-982e-cb57677d6be3, lat_8, 0.92622757, 0.0, 8.322733, 4.849283, 1,  Lateral root,  8, 0.30566934
B3_R006.rsml, b8c2a6ba-cffc-44c6-aa6b-ce114890f67b, lat_7, 1.3007662, 0.0, 10.693399, 4.912783, 1,  Lateral root,  8, 0.43240342
B3_R006.rsml, 11500e71-9eed-43ef-9fc3-f15f6acd038d, lat_6, 0.46178, 0.0, 9.177867, 4.1528997, 1,  Lateral root,  8, 0.15261872
B3_R006.rsml, a68a29be-c919-40ff-a3b5-59eea450dd9d, lat_5, 1.1041222, 0.0, 8.636, 4.150783, 1,  Lateral root,  8, 0.3679539
B3_R006.rsml, 18ca49c7-ce51-4680-85c0-c418451af6a8, lat_4, 0.47430715, 0.0, 9.30275, 3.81, 1,  Lateral root,  8, 0.15701519
B3_R006.rsml, 8549ba9e-ceba-4b63-a459-a29b177c56d4, lat_3, 1.6988592, 0.0, 10.9347, 5.1731334, 1,  Lateral root,  8, 0.5656214
B3_R006.rsml, 2b519a94-9e1c-45e5-a8b9-02281aa72bdb, lat_2, 1.6060437, 0.0, 10.932583, 5.1202164, 1,  Lateral root,  8, 0.5347202
B3_R006.rsml, bcdeeb4d-e2f4-434e-9653-0ad140fe7388, lat_1, 1.228412, 0.0, 8.722783, 3.6025667, 1,  Lateral root,  8, 0.407361
H1_R018.rsml, e00d805a-5c6d-479c-965c-1abc47a6d308, N2.1, 1.3171052, 0.0, 9.13765, 3.2279167, 0,  Root,  13, 0.6450681
H1_R018.rsml, e00d805a-5c6d-479c-965c-1abc47a6d308, N2.1, 4.3267984, 0.0, 7.1374, 5.461, 0,  Root,  18, 0.6019386
H1_R018.rsml, 3f26056b-3e24-4bc9-8d59-232a23e4f44f, N3.1, 2.4354658, 0.0, 9.084733, 4.3328166, 0,  Root,  18, 0.40171328
H1_R018.rsml, 6e63ca93-a9e5-439a-8480-5254e8eb786a, N1.2, 0.96976906, 0.0, 9.800166, 3.4607499, 0,  Root,  14, 0.19230416
H1_R018.rsml, aeacad0d-4edb-47a2-a576-6ab37d83620c, N1.1, 1.1431493, 0.0, 10.72515, 3.7443833, 0,  Root,  14, 0.22763276
H1_R018.rsml, 08ad66a3-e7f4-491a-a299-cb9f769132d2, N3.2, 1.7652693, 0.0, 10.449984, 3.7549667, 0,  Root,  18, 0.29264423
H1_R018.rsml, 1845b33e-5a18-4154-b011-55a5b74f2113, root_0, 1.3312473, 0.0, 10.8712, 3.9137166, 0,  Root,  3, 0.43103424
H1_R018.rsml, 1845b33e-5a18-4154-b011-55a5b74f2113, root_0, 10.392953, 0.0, 10.7759495, 12.822766, 0,  Root,  7, 2.2654264
H1_R018.rsml, 1845b33e-5a18-4154-b011-55a5b74f2113, root_0, 13.122862, 0.0, 10.545233, 15.5194, 0,  Root,  11, 0.68247724
H1_R018.rsml, 1845b33e-5a18-4154-b011-55a5b74f2113, root_0, 13.727266, 0.0, 10.634133, 16.1163, 0,  Root,  14, 0.20146815
H1_R018.rsml, 36c15475-7c4b-4221-8432-e60d9ad08923, lat_44, 0.32268867, 0.0, 10.723033, 15.318316, 1,  Lateral root,  14, 0.0754091
H1_R018.rsml, 66b74f37-06c4-40c6-a73a-bc5b0980d508, lat_42, 1.1582462, 0.0, 1,  Lateral root,  14, 0.28736708
H1_R018.rsml, b77a6c7e-4d78-4de0-9f3c-dfaf936a8f13, lat_41, 1.5792437, 0.0, 9.347199, 14.3383, 1,  Lateral root,  14, 0.31504655
H1_R018.rsml, 4b0fbc7d-43ee-4a01-9324-95d51f7e715c, lat_41, 0.17452255, 0.0, 10.951633, 12.945533, 1,  Lateral root,  11, 0.079610944
H1_R018.rsml, 55ea027a-dd18-4120-b1e3-5c3375c2c684, lat_40, 1.0964942, 0.0, 1,  Lateral root,  14, 0.21644083
H1_R018.rsml, d63c5243-2e0b-421e-935a-5f822c938dca, lat_39, 0.577175, 0.0, 10.291233, 12.238566, 1,  Lateral root,  11, 0.14157388
H1_R018.rsml, d63c5243-2e0b-421e-935a-5f822c938dca, lat_39, 1.1287661, 0.0, 9.997017, 12.702117, 1,  Lateral root,  14, 0.18386368
H1_R018.rsml, f6e61bb8-6f98-4e26-b3b3-4b9a6cab5eb0, lat_38, 0.25776288, 0.0, 10.471149, 11.870267, 1,  Lateral root,  11, 0.06149751
H1_R018.rsml, aec83f71-91d4-4f98-890b-9fa275a870b3, lat_38, 0.5378498, 0.0, 10.2362, 11.882967, 1,  Lateral root,  11, 0.13250788
H1_R018.rsml, e3259e2a-9448-43d3-8f66-ccfb382ea7c8, lat_37, 0.8261126, 0.0, 10.111317, 11.789833, 1,  Lateral root,  11, 0.20561902
H1_R018.rsml, e3259e2a-9448-43d3-8f66-ccfb382ea7c8, lat_37, 2.3182986, 0.0, 9.36625, 13.078883, 1,  Lateral root,  14, 0.4973953
H1_R018.rsml, 4f06bcca-b089-45f5-a8a8-7f446d191627, lat_36, 0.52627265, 0.0, 10.1473, 11.319933, 1,  Lateral root,  11, 0.13122843
H1_R018.rsml, 125c3563-98b5-41ae-88d1-ba172cd5cbf3, lat_35, 0.27499425, 0.0, 10.378016, 10.936816, 1,  Lateral root,  11, 0.06696192
H1_R018.rsml, db3a84ad-cca3-4380-99f5-7d7927328362, lat_34, 0.6906032, 0.0, 11.2014, 11.33475, 1,  Lateral root,  11, 0.17231904
H1_R018.rsml, dcf4c0aa-1c66-487f-9f18-c46b3be9e604, lat_33, 0.39367267, 0.0, 11.2564335, 10.5304165, 1,  Lateral root,  11, 0.09639665
H1_R018.rsml, 8f276e3d-c915-46e9-afcf-7e148905aba1, lat_32, 0.4313811, 0.0, 10.346267, 10.551583, 1,  Lateral root,  11, 0.104995236
H1_R018.rsml, c34f6d50-2630-4552-8bc1-2c99fe2c7093, lat_31, 1.7719194, 0.0, 12.232217, 11.400367, 1,  Lateral root,  11, 0.43928292
H1_R018.rsml, c34f6d50-2630-4552-8bc1-2c99fe2c7093, lat_31, 3.1615336, 0.0, 12.964583, 12.5603, 1,  Lateral root,  14, 0.46320474
H1_R018.rsml, de5d2866-5779-4faf-b5d2-9e1d00b213e4, lat_30, 3.6869543, 0.0, 13.934016, 12.120033, 1,  Lateral root,  14, 0.5242869
